timestamp,production_f1,candidate_f1,best_model
2026-06-24 14:53:04.324393,0.5738636363636364,0.6079545454545454,Logistic Regression
2026-06-24 15:07:20.004767,0.826289919294304,0.826289919294304,Current Model
